pgrid 	 psihatexact+_real 	 psihatexact+_imag 	              psihatguess+_real 	 psihatguess+_imag 
-7.370773659090937713e+01	-4.788193147702495265e-14	3.213254792820719512e-14	3.092965114872450203e-15	9.417100476325522502e-14
-7.369726525455607202e+01	2.167941318120721317e-14	-5.175341602762140044e-14	-5.291347856100101121e-14	-7.502768760665109121e-14
-7.368679391820276692e+01	1.130619630743560535e-14	5.345533274609050901e-14	8.523178074866733285e-14	3.479660390648738692e-14
-7.367632258184946181e+01	-3.997625121809239558e-14	-3.603801130509631775e-14	-9.038479368029679837e-14	1.724102212890230466e-14
-7.366585124549615671e+01	5.261481339196319919e-14	5.959680906397207238e-15	6.047647240665421442e-14	-6.521727676253103494e-14
-7.365537990914285160e+01	-4.983299014364838898e-14	2.496899543148213010e-14	-1.227277973897494375e-14	9.042363478903967698e-14
-7.364490857278954650e+01	2.998290229723613443e-14	-5.144890299383681250e-14	-3.601444698816344844e-14	-8.287557096580879151e-14
-7.363443723643624139e+01	6.651139287525367369e-15	6.295923264726502083e-14	7.768305955042092025e-14	4.972010450858881959e-14
-7.362396590008293629e+01	-3.882339320763345373e-14	-5.410276061920094963e-14	-9.272274212919391515e-14	4.415106601601374119e-16
-7.361349456372963118e+01	5.981848687968810218e-14	2.416130126030510353e-14	7.733179264424751998e-14	-5.463553813131895164e-14
-7.360302322737632608e+01	-5.974984295241591737e-14	9.195680933964399373e-15	-3.032331631641812315e-14	8.605794755797557950e-14
-7.359255189102302097e+01	4.403550307863402383e-14	-4.076392806487569453e-14	-2.340894507694558617e-14	-8.797421750228127608e-14
-7.358208055466971587e+01	-1.071127799048414400e-14	5.623132541055574640e-14	7.099065640492793596e-14	5.800950611878944966e-14
-7.357160921831641076e+01	-2.466538646834147328e-14	-4.934318708529990988e-14	-9.044192346430540871e-14	-4.398286268067218015e-15
-7.356113788196310566e+01	4.697143472105512478e-14	2.295854409673547050e-14	7.577614731333027512e-14	-4.807898762288630750e-14
-7.355066654560980055e+01	-5.790212695193946362e-14	1.439777672616869983e-14	-2.845037884083356334e-14	8.257316043859550022e-14
-7.354019520925650966e+01	3.937044499944569182e-14	-4.496423014651716227e-14	-2.853999722674405512e-14	-8.590222699914215017e-14
-7.352972387290320455e+01	-6.742950848007935596e-15	6.236336652314898615e-14	7.533093100241240820e-14	5.598538545944694302e-14
-7.351925253654989945e+01	-3.014730111128248392e-14	-5.617363241138311574e-14	-9.308851189049371226e-14	-6.180886434456261046e-16
-7.350878120019659434e+01	5.763351506926123756e-14	2.964028882616879968e-14	7.354221229972755024e-14	-5.543564845576897856e-14
-7.349830986384328924e+01	-6.043495867019428031e-14	8.055424615685791701e-15	-2.594377112728009488e-14	8.777870586111356433e-14
-7.348783852748998413e+01	4.365171711503084740e-14	-3.950957306761559832e-14	-3.256951619523457237e-14	-8.455126884170214294e-14
-7.347736719113667903e+01	-9.175061566193991617e-15	5.748425373189696528e-14	7.599451058610173681e-14	4.685310762388687174e-14
-7.346689585478337392e+01	-2.973121300282070079e-14	-4.636549837284403609e-14	-8.569407125243118996e-14	9.615042742371477243e-15
-7.345642451843006882e+01	5.313642705743902070e-14	1.276491553994000631e-14	6.135211087904492015e-14	-6.414844002947546581e-14
-7.344595318207676371e+01	-5.179279382745357882e-14	2.880217618309488164e-14	-5.915265798242416662e-15	8.845297417966818194e-14
-7.343548184572345860e+01	2.859661768142055789e-14	-5.513369565855704848e-14	-5.201130402641444828e-14	-7.316440844134013809e-14
-7.342501050937015350e+01	1.178318335566181653e-14	6.338901284082079679e-14	8.728682112157796561e-14	2.713732404867734120e-14
-7.341453917301684839e+01	-4.659014145774514200e-14	-4.682361072154123490e-14	-8.373137154956081998e-14	3.448070601556487655e-14
-7.340406783666354329e+01	6.183219681150898420e-14	4.673924641924075117e-15	4.664140650112782474e-14	-8.056329924273034733e-14
-7.339359650031023818e+01	-5.262957051712018487e-14	3.158097396749217585e-14	1.759220759264408741e-14	8.945888167442095241e-14
-7.338312516395693308e+01	1.903641263760370479e-14	-5.591071602487372683e-14	-6.868062292917399679e-14	-5.584760121802157109e-14
-7.337265382760362797e+01	2.282998376768199886e-14	5.128112547586544386e-14	8.659846617300017836e-14	-3.436264151555445554e-15
-7.336218249125032287e+01	-5.216309746388998316e-14	-2.144503215490224605e-14	-6.266954169974544721e-14	6.154501471689816273e-14
-7.335171115489701776e+01	5.456629366372129943e-14	-1.933877583191052390e-14	8.518829602080292960e-15	-8.778157172906227664e-14
-7.334123981854372687e+01	-3.061370201853778723e-14	5.448699083465372137e-14	5.401296730132331164e-14	7.086182106622554905e-14
-7.333076848219042176e+01	-8.550888332008573872e-15	-6.257669771277971843e-14	-9.033199704411224858e-14	-2.052322533974495540e-14
-7.332029714583711666e+01	4.858016194116461643e-14	4.323038767027940546e-14	7.870391478997623843e-14	-4.220925025057140515e-14
-7.330982580948381155e+01	-6.537699133005205724e-14	-3.392680798575268684e-15	-3.212653662252286535e-14	8.461954620053775987e-14
-7.329935447313050645e+01	4.765696244285866783e-14	-4.002288403529816901e-14	-3.347335329662962697e-14	-8.419469162187633085e-14
-7.328888313677720134e+01	-9.449239092069674260e-15	5.897171371363072528e-14	7.652340904087194070e-14	3.947306425501732904e-14
-7.327841180042389624e+01	-3.117542392037947022e-14	-4.693385955189432902e-14	-8.298678724923848197e-14	2.545220000325004037e-14
-7.326794046407059113e+01	5.564280735863447182e-14	1.147499087474993953e-14	3.910903283585324288e-14	-7.587920899637879834e-14
-7.325746912771728603e+01	-4.438958992488019527e-14	3.324821647219059531e-14	2.167264084174796285e-14	8.416027580065832543e-14
-7.324699779136398092e+01	9.751955803147290715e-15	-6.149303495408774108e-14	-7.765949343028526969e-14	-4.794151228022160787e-14
-7.323652645501067582e+01	3.439215399261016819e-14	5.625517412716436160e-14	8.748280557406214902e-14	-1.587035323998886979e-14
-7.322605511865737071e+01	-6.052571285031112262e-14	-2.344159330493504377e-14	-5.111491408620540214e-14	7.363190576512577379e-14
-7.321558378230406561e+01	5.863574539132690264e-14	-2.525474113295810497e-14	-1.319325467241932705e-14	-8.853907287668520363e-14
-7.320511244595076050e+01	-2.523648062050037537e-14	5.525444991433460763e-14	6.965663578862081058e-14	5.307176384565470572e-14
-7.319464110959745540e+01	-2.210881579583885828e-14	-5.330099843954533925e-14	-8.643733191119315328e-14	1.196303351010680390e-14
-7.318416977324415029e+01	5.258710383221823172e-14	2.005633054394693592e-14	5.082552743829351108e-14	-6.765398821384030802e-14
-7.317369843689084519e+01	-5.441400274540270696e-14	2.784225045166583903e-14	1.518201205004402197e-14	8.452407753506296480e-14
-7.316322710053754008e+01	2.127828552603841913e-14	-5.855080921335102895e-14	-7.311904298217427782e-14	-5.119557502127976317e-14
-7.315275576418423498e+01	2.867753191090666786e-14	5.990083696303097070e-14	8.680871420892152073e-14	-1.433152532648070103e-14
-7.314228442783094408e+01	-6.046289568904147997e-14	-2.304499631977299603e-14	-5.201217025277005313e-14	7.313437729057103341e-14
-7.313181309147763898e+01	6.050405029652202019e-14	-2.591671885584212461e-14	-1.364573315109414731e-14	-8.960149115268457831e-14
-7.312134175512433387e+01	-2.403594227749997616e-14	5.766276085280242253e-14	7.179660069202875997e-14	4.735788525784791660e-14
-7.311087041877102877e+01	-2.303339581745800133e-14	-5.117616436892681835e-14	-8.283902090063471105e-14	2.095197887399569440e-14
-7.310039908241772366e+01	5.817325206503923518e-14	1.510540947067118450e-14	4.043587017812705295e-14	-7.721929756653277010e-14
-7.308992774606441856e+01	-5.090687949671298492e-14	3.430664486651300838e-14	2.986889446646798739e-14	8.294343611153182842e-14
-7.307945640971111345e+01	1.431342557207186227e-14	-6.179302340371826058e-14	-8.280226305891821694e-14	-3.573938621469561824e-14
-7.306898507335780835e+01	3.645304132470169950e-14	5.308400090992117090e-14	8.116574701392099537e-14	-3.491094337109434436e-14
-7.305851373700450324e+01	-6.389793656866516703e-14	-9.633474436706592412e-15	-2.848586734235368606e-14	8.416909844644922271e-14
-7.304804240065119814e+01	4.919257071898010463e-14	-3.927114938822379059e-14	-4.206356809652488235e-14	-7.757778902723475668e-14
-7.303757106429789303e+01	-7.379519479351137203e-15	5.986697422039226606e-14	8.162775968838297971e-14	1.959632438155200701e-14
-7.302709972794458793e+01	-4.407149050919084336e-14	-3.974511917450057235e-14	-6.800905043420009829e-14	5.032789737163956543e-14
-7.301662839159128282e+01	6.066467036305265393e-14	-6.821983483881761104e-15	1.115513745352600287e-15	-8.530995980609222047e-14
-7.300615705523797772e+01	-3.343905036307622428e-14	5.245833380037041269e-14	6.577652116913312859e-14	5.991900668908228258e-14
-7.299568571888467261e+01	-1.357812996282250608e-14	-6.301042416397800514e-14	-8.793926184738839149e-14	7.628070824064003095e-15
-7.298521438253136751e+01	6.181683543543554718e-14	3.359688399583490535e-14	5.374637286250431585e-14	-7.036785264319079966e-14
-7.297474304617806240e+01	-6.234020475306165625e-14	2.080378211986941296e-14	1.957189694522993771e-14	8.471884565815921561e-14
-7.296427170982475729e+01	2.425981163233645116e-14	-5.711507381912531804e-14	-7.684140445134547031e-14	-3.682006357782667474e-14
-7.295380037347145219e+01	3.071257461144640288e-14	4.984001845510675766e-14	7.654335608685303951e-14	-3.471777806880574686e-14
-7.294332903711816130e+01	-5.919468302049028409e-14	-6.174117899885997582e-15	-1.775667749048918063e-14	8.378549630199660879e-14
-7.293285770076485619e+01	4.302509974141064994e-14	-4.365659341071636760e-14	-5.393922211947943039e-14	-6.605777258504712426e-14
-7.292238636441155109e+01	4.422689141821901322e-15	6.535744268777349687e-14	8.729968607518400804e-14	7.700082377546442851e-16
-7.291191502805824598e+01	-5.289490606883921109e-14	-4.058811195033107664e-14	-6.076228642699209682e-14	6.805911097607726122e-14
-7.290144369170494087e+01	6.601850793307862864e-14	-1.452585797533558863e-14	-1.423026380576952625e-14	-8.532188389487499277e-14
-7.289097235535163577e+01	-3.190886149050060611e-14	5.447492970069155917e-14	7.573990115458833821e-14	3.972762817435634330e-14
-7.288050101899833066e+01	-2.555836224623949398e-14	-5.290916211586244790e-14	-7.691526614986575863e-14	3.619660538561196470e-14
-7.287002968264502556e+01	5.799276417002053574e-14	9.277486662732387593e-15	1.515016994023548901e-14	-8.152162614295284210e-14
-7.285955834629172045e+01	-3.984895866798830531e-14	4.822625238205369783e-14	5.669373137422029037e-14	6.597573120228799825e-14
-7.284908700993841535e+01	-9.663688790742830943e-15	-6.514633863937988758e-14	-8.543686061495564506e-14	4.827604433454491900e-15
-7.283861567358511024e+01	5.832070368832049833e-14	3.642405613642512493e-14	4.649239707237198329e-14	-7.296180071118753061e-14
-7.282814433723180514e+01	-6.225405938756820317e-14	2.125162862813143426e-14	2.748601187883537621e-14	8.176207959606910099e-14
-7.281767300087850003e+01	2.092470447556715646e-14	-6.150512428404066728e-14	-8.271611505582637248e-14	-2.574519029042471690e-14
-7.280720166452519493e+01	3.872616933613761201e-14	4.711681434615728156e-14	6.709530132807907757e-14	-5.160766082435168055e-14
-7.279673032817188982e+01	-6.015600398466077578e-14	6.092730184080966661e-15	6.436522238790316813e-15	8.050358967666489324e-14
-7.278625899181858472e+01	3.358613523275103759e-14	-5.468252932296417251e-14	-7.235092872023674571e-14	-4.517550754696785135e-14
-7.277578765546527961e+01	2.624725260110223846e-14	6.062449914164487505e-14	8.126014817017890341e-14	-3.150074313168091921e-14
-7.276531631911197451e+01	-6.468375995400533253e-14	-1.915465344163751187e-14	-2.375678272140219055e-14	8.459606299395015249e-14
-7.275484498275866940e+01	5.132537017568215838e-14	-3.999939819462507515e-14	-5.498074713939158392e-14	-6.269555615166329803e-14
-7.274437364640537851e+01	2.124353799228718074e-15	6.050623909457859229e-14	8.235484400227704010e-14	-8.040495241602915333e-15
-7.273390231005207340e+01	-5.252909299967593321e-14	-3.092529293106956988e-14	-3.886762189379340484e-14	7.410423318065050670e-14
-7.272343097369876830e+01	5.138085278534980122e-14	-3.092984826200461487e-14	-4.156075202994820689e-14	-7.211955543329871262e-14
-7.271295963734546319e+01	-6.162578196538294122e-15	6.759499826274086724e-14	8.691552187619735159e-14	5.710278607774017960e-15
-7.270248830099215809e+01	-4.743983765210157613e-14	-4.674734054874675596e-14	-5.295550776027654636e-14	6.710909847240534152e-14
-7.269201696463885298e+01	6.662027503340095646e-14	-1.091968113851156913e-14	-2.611001851640674654e-14	-8.049611916333859417e-14
-7.268154562828554788e+01	-2.325637496109697377e-14	5.563012558576951230e-14	8.109010856925274918e-14	2.100701898495452977e-14
-7.267107429193224277e+01	-3.504940242715771669e-14	-5.024573232231815816e-14	-6.155199181751040369e-14	5.692707151922925177e-14
-7.266060295557893767e+01	6.302338512374054060e-14	-7.276486807140543120e-15	-1.464894252505955554e-14	-8.145492905791074472e-14
-7.265013161922563256e+01	-2.707790068949608901e-14	6.245788738156076268e-14	7.848778355382112716e-14	3.039143018361361567e-14
-7.263966028287232746e+01	-3.441890933811834974e-14	-5.584651824229187961e-14	-7.095046880099392133e-14	5.158179309114278511e-14
-7.262918894651902235e+01	6.641644939821736171e-14	3.659239865439153246e-15	-6.356380719553478721e-15	-8.432388739187222224e-14
-7.261871761016571725e+01	-3.845718901894072923e-14	5.393042849911637369e-14	7.391903850563303018e-14	3.953699636589270812e-14
-7.260824627381241214e+01	-2.354072682983719489e-14	-5.984334568929123295e-14	-7.038642117904260781e-14	3.920790202636839204e-14
-7.259777493745910704e+01	6.145347142504059636e-14	6.901054428094158184e-15	-2.159041420909612845e-15	-8.206381574681773073e-14
-7.258730360110580193e+01	-3.809162824715564564e-14	4.964257179718904369e-14	7.368381795648130986e-14	4.187109431673553675e-14
-7.257683226475249683e+01	-2.668894726282515193e-14	-6.171150302971883625e-14	-7.437784186698188733e-14	3.986629240173010130e-14
-7.256636092839919172e+01	6.559921837381867342e-14	1.229688410093660627e-14	-2.092502383762993867e-16	-8.551863097555053580e-14
-7.255588959204588662e+01	-4.508990796367376728e-14	4.771596964341387193e-14	7.260600455351517763e-14	4.713091525348573765e-14
-7.254541825569259572e+01	-1.815936161919269219e-14	-6.031934648884492908e-14	-7.253329971444057567e-14	3.670159623576916909e-14
-7.253494691933929062e+01	6.244415638235258167e-14	1.126330000019343957e-14	-9.641866111239739616e-16	-8.057061073223589665e-14
-7.252447558298598551e+01	-4.019019014480776403e-14	5.188500072497837286e-14	7.730578643150468325e-14	3.718401131688768132e-14
-7.251400424663268041e+01	-2.262354856148037089e-14	-6.241642342016295108e-14	-7.379343326459432346e-14	4.625099312819342768e-14
-7.250353291027937530e+01	6.922678477519342660e-14	1.381684384825062837e-14	-4.836356721008897247e-16	-8.370906706948077469e-14
-7.249306157392607020e+01	-4.135413981685313084e-14	4.757488572027243178e-14	7.283180984504099129e-14	3.568758938680515501e-14
-7.248259023757276509e+01	-2.375519375719716012e-14	-5.644973739499172897e-14	-6.589062768512673562e-14	4.843802118245377347e-14
-7.247211890121945999e+01	6.217025905853548524e-14	2.340102436837781500e-15	-1.214271834554225483e-14	-8.066537634045747104e-14
-7.246164756486615488e+01	-3.516556037750822601e-14	5.541240408791021452e-14	7.778646665881712932e-14	2.735132278185307842e-14
-7.245117622851284978e+01	-3.460031060317053281e-14	-5.924742189160701250e-14	-6.181214409865925780e-14	5.675945729937755958e-14
-7.244070489215954467e+01	6.644938731586702527e-14	-5.774028695913682277e-17	-2.104364353550482273e-14	-8.212503725201472070e-14
-7.243023355580623956e+01	-2.959985482019541572e-14	5.864649945888123473e-14	7.810361546317014056e-14	1.852335636176927733e-14
-7.241976221945293446e+01	-3.700878379633380004e-14	-5.201982540101757565e-14	-4.929096571267850652e-14	6.640608971001099663e-14
-7.240929088309962935e+01	6.225850820098576211e-14	-1.464603159422797810e-14	-3.650484374677497519e-14	-7.418505117458868727e-14
-7.239881954674632425e+01	-1.851243254550708736e-14	6.599454087736403819e-14	8.388052953029094685e-14	6.824060661729461351e-17
-7.238834821039301914e+01	-4.897249228276700646e-14	-4.709985350152842796e-14	-3.821465704244685381e-14	7.346160588755977842e-14
-7.237787687403971404e+01	6.474755495253365264e-14	-2.088751613449865025e-14	-5.083254140806907479e-14	-6.581954008840168242e-14
-7.236740553768640893e+01	-7.285592046822561112e-15	6.156610753314922907e-14	7.850765988276225939e-14	-1.652022858688910502e-14
-7.235693420133310383e+01	-5.378501300765244198e-14	-3.246951333996801201e-14	-1.849029168105190168e-14	7.855047933706231600e-14
-7.234646286497981293e+01	5.378883144583146112e-14	-3.955210987284908762e-14	-6.470793204313017120e-14	-5.018743357648873915e-14
-7.233599152862650783e+01	1.416823559090187791e-14	6.829025668022757343e-14	7.543896708125764126e-14	-3.792353781631017700e-14
-7.232552019227320272e+01	-6.671808287395633771e-14	-1.840305158052710625e-14	3.851774137550173442e-15	8.438553104290563721e-14
-7.231504885591989762e+01	4.613024685182149827e-14	-4.658252761234685457e-14	-7.643480393269356907e-14	-3.234937127463044025e-14
-7.230457751956659251e+01	2.681038996021354839e-14	5.831406043416644373e-14	5.804421849219958461e-14	-5.519901219813485710e-14
-7.229410618321328741e+01	-6.203948725643068915e-14	3.029011475661194436e-15	3.205184567061514462e-14	7.652881939791709904e-14
-7.228363484685998230e+01	2.121640505761454503e-14	-6.247263091998174642e-14	-8.218069974132042700e-14	-4.330378595115382965e-15
-7.227316351050667720e+01	4.722093912845684870e-14	4.911010712598568536e-14	3.688876286363213628e-14	-7.323662332740397811e-14
-7.226269217415337209e+01	-6.470068277545147685e-14	1.991276828866900139e-14	5.276884317045449472e-14	6.306762738250377916e-14
-7.225222083780006699e+01	5.974736246962317158e-15	-6.434773445919893942e-14	-7.842347959017351957e-14	2.497341176729266975e-14
-7.224174950144676188e+01	5.734047620026868716e-14	2.861802743229445458e-14	6.054868561495718909e-15	-7.930151603599870694e-14
-7.223127816509345678e+01	-4.849066133842653282e-14	4.447980931523507167e-14	7.285757214924645002e-14	3.665998494105561389e-14
-7.222080682874015167e+01	-2.272592224567548532e-14	-6.381809670947162411e-14	-6.231617321966464977e-14	5.548234264285213776e-14
-7.221033549238684657e+01	6.781617633527600954e-14	4.242268178478159260e-15	-2.913585649066622373e-14	-7.806029344347205606e-14
-7.219986415603354146e+01	-3.131263575473868263e-14	6.071217034519711480e-14	8.036248903019511940e-14	4.839009296708398832e-15
-7.218939281968023636e+01	-4.264299985135083568e-14	-4.976480345136384481e-14	-2.987771625142471490e-14	7.414363022900706839e-14
-7.217892148332693125e+01	6.058895718925334991e-14	-2.858765905811039074e-14	-5.985116988770360170e-14	-5.504755147007178340e-14
-7.216845014697362615e+01	4.969025587014500892e-15	6.903294782888758435e-14	7.454395518278099480e-14	-3.714579223973617815e-14
-7.215797881062032104e+01	-6.442348291518458087e-14	-2.464311202242601967e-14	6.422110602107296396e-15	8.273951067124179092e-14
-7.214750747426703015e+01	4.513902612131216211e-14	-4.749689960078769578e-14	-7.925066399547438418e-14	-2.336518207287891354e-14
-7.213703613791372504e+01	3.162038907054300414e-14	5.789971171380599626e-14	4.701920082223541719e-14	-6.232028715451891725e-14
-7.212656480156041994e+01	-6.424540102527494451e-14	1.105161658592437077e-14	4.671136092693314550e-14	6.313652716997013861e-14
-7.211609346520711483e+01	1.182899977061856513e-14	-6.632436865968679779e-14	-7.919494332326000357e-14	2.416280941349204621e-14
-7.210562212885380973e+01	5.717771438591581345e-14	3.323324635115500444e-14	5.902589414386913516e-15	-8.189234831515319944e-14
-7.209515079250050462e+01	-5.205988556413264308e-14	4.450336001252647439e-14	7.260102736046221489e-14	3.338971122173686518e-14
-7.208467945614719952e+01	-2.278407339713628390e-14	-6.110887335371476526e-14	-5.110848843275047894e-14	5.717508051946477175e-14
-7.207420811979389441e+01	6.508455818880806291e-14	-3.108810884637620140e-15	-4.174444466639263720e-14	-6.741724439963364878e-14
-7.206373678344058931e+01	-1.801643663667613099e-14	6.672182022547700045e-14	7.853682518071477692e-14	-1.941488842814596990e-14
-7.205326544708728420e+01	-5.810593801833035423e-14	-4.004556222922782768e-14	-1.028108304308230878e-14	8.273902275468761057e-14
-7.204279411073397910e+01	5.655027214110245618e-14	-3.914619277672539724e-14	-7.315956064758380997e-14	-3.328765482615936794e-14
-7.203232277438067399e+01	2.107605737985375784e-14	6.319362018611277105e-14	4.990229224385523717e-14	-5.867443912850023490e-14
-7.202185143802736889e+01	-6.859769599873645064e-14	5.757669536909268633e-15	4.233294620644314531e-14	6.763959900411803600e-14
-7.201138010167406378e+01	1.560432225953225508e-14	-6.774830131057953488e-14	-7.888742140434447396e-14	2.259200428940038555e-14
-7.200090876532075868e+01	5.780694056507898040e-14	3.529926598832447178e-14	2.577071564732777706e-15	-8.320807977915384393e-14
-7.199043742896745357e+01	-5.527618368017563016e-14	4.370264124013921529e-14	7.438551523683075319e-14	2.646287788702507869e-14
-7.197996609261414847e+01	-2.571754273174732897e-14	-6.128566669594587102e-14	-4.330442179629874173e-14	6.381448498676039146e-14
-7.196949475626084336e+01	6.466635544430472277e-14	-1.192799731432641164e-14	-5.371652956278747835e-14	-6.070595185242997159e-14
-7.195902341990753825e+01	-8.155555539831750516e-15	6.753456469372334831e-14	7.478542654435579556e-14	-3.515212654111471031e-14
-7.194855208355424736e+01	-6.319430746639604401e-14	-3.047291027062023079e-14	1.266239512921837227e-14	8.053911284710674572e-14
-7.193808074720094226e+01	4.792518115359800294e-14	-5.181918632817544686e-14	-7.883602489517611022e-14	-1.176552915593662506e-14
-7.192760941084763715e+01	3.223925055087605302e-14	5.139345781715151311e-14	2.760501172489852069e-14	-7.404365585376662366e-14
-7.191713807449433205e+01	-6.080034567463713857e-14	2.539349544394240632e-14	6.457013010646770794e-14	4.579794316367276191e-14
-7.190666673814102694e+01	-9.950792502285010225e-15	-6.796586268865844250e-14	-6.110805700536060072e-14	5.227535934774767276e-14
-7.189619540178772183e+01	6.994073114009338282e-14	1.144832373789448285e-14	-3.340920299172597686e-14	-7.173601767019550941e-14
-7.188572406543441673e+01	-3.197312347912331140e-14	6.029288194127507346e-14	7.658933529332542409e-14	-1.550753113812283720e-14
-7.187525272908111162e+01	-5.192687651676045754e-14	-4.237374169610799876e-14	-1.490797549153601290e-15	7.875600872805506128e-14
-7.186478139272780652e+01	5.341909729087784867e-14	-4.612445981525672937e-14	-7.801198455712425132e-14	-1.812028779925771467e-14
-7.185431005637450141e+01	3.033857928392841703e-14	6.187458243681449848e-14	3.926871652163013083e-14	-7.174878634076131817e-14
-7.184383872002119631e+01	-6.849560554665928998e-14	1.195994782233414497e-14	5.976897042099583249e-14	5.495904979826775056e-14
-7.183336738366789120e+01	3.561310116884517172e-15	-6.709241452471358463e-14	-6.426803108802773393e-14	4.508338237953509794e-14
-7.182289604731458610e+01	6.395740349407950746e-14	1.617876343757756475e-14	-3.295892501325496179e-14	-7.025564601162487831e-14
-7.181242471096128099e+01	-2.942696515024418034e-14	6.313020332235491979e-14	7.879552334560933499e-14	-1.646781022528506319e-14
-7.180195337460797589e+01	-5.526244044581166316e-14	-4.363616894390836661e-14	-6.617825826761173443e-16	8.332139566107716411e-14
-7.179148203825467078e+01	5.758264138659565358e-14	-4.398061830181163943e-14	-7.588736729193540206e-14	-2.037850314687950325e-14
-7.178101070190136568e+01	2.704213490266085445e-14	6.075824775419253024e-14	3.176036470163004772e-14	-7.099177811637042965e-14
-7.177053936554806057e+01	-6.561413211543173008e-14	2.009520247906153949e-14	6.629896365010357523e-14	4.395855649053066591e-14
-7.176006802919475547e+01	-4.539100433471306545e-15	-7.114169536584505340e-14	-5.973046393428298300e-14	5.667821323229507982e-14
-7.174959669284146457e+01	7.226948671816722550e-14	1.316609449393903189e-14	-4.469083511333042516e-14	-6.770736438921893836e-14
-7.173912535648815947e+01	-2.521994822917813971e-14	6.042529927998729154e-14	7.295274019348818655e-14	-3.152253616863292017e-14
-7.172865402013485436e+01	-5.638667813325778428e-14	-3.057482039069383239e-14	1.576640072736400693e-14	7.798012847801752466e-14
-7.171818268378154926e+01	4.225835365543518793e-14	-5.545387160747590548e-14	-7.942647763165773167e-14	6.864121910107840098e-15
-7.170771134742824415e+01	5.051328129495617171e-14	5.315908963681559949e-14	9.188707821444040427e-15	-8.041352199338072968e-14
-7.169724001107493905e+01	-5.915199215890690403e-14	3.717710596427921965e-14	7.399119701644136435e-14	2.296621244604932548e-14
-7.168676867472163394e+01	-2.600296493926993043e-14	-6.354285640249879889e-14	-3.194625179534609779e-14	7.202911118416751671e-14
-7.167629733836832884e+01	6.672136873754384840e-14	-1.467146369087346988e-14	-6.601669339443367248e-14	-4.423221187413190098e-14
-7.166582600201502373e+01	6.248861240066026190e-15	7.166851369674852835e-14	5.217142666677182066e-14	-5.923060808680751129e-14
-7.165535466566171863e+01	-7.194763253698985737e-14	-6.601370350899120937e-15	4.986095426024241084e-14	6.540176269411652931e-14
-7.164488332930841352e+01	1.996090400457792930e-14	-6.620308884064020532e-14	-6.700095039172951694e-14	3.828523391014015374e-14
-7.163441199295510842e+01	6.418823472414770884e-14	2.380272183424737940e-14	-3.161027797806776503e-14	-7.093391887140393587e-14
-7.162394065660180331e+01	-3.309570052999500973e-14	6.245806964039287178e-14	7.822942313424693017e-14	-2.427213513863637593e-14
-7.161346932024849821e+01	-5.891779921603318292e-14	-4.387665278077489317e-14	8.997646244030062056e-15	7.991463714065544101e-14
-7.160299798389519310e+01	5.127182282913675311e-14	-4.860325843539945425e-14	-7.962064400289470622e-14	-7.922760288629527065e-17
-7.159252664754188800e+01	4.224295724130337110e-14	5.465088428766761865e-14	8.742446404594900747e-15	-7.934738938057888255e-14
-7.158205531118858289e+01	-5.947134792104025656e-14	3.744265914485376673e-14	7.686685873352717447e-14	1.481793283830380395e-14
-7.157158397483527779e+01	-2.901806656576793640e-14	-7.002051406287463437e-14	-2.699782678146888595e-14	7.736668592218613518e-14
-7.156111263848197268e+01	7.162792688522557960e-14	-1.857097005024031908e-14	-7.286764381878762276e-14	-3.668438518518489616e-14
-7.155064130212868179e+01	1.279030942842299395e-14	6.917365764979712353e-14	4.229076670864410400e-14	-6.595097355767602270e-14
-7.154016996577537668e+01	-6.796324351695238862e-14	1.032004599518290930e-14	6.546771572125018552e-14	4.698458590172495803e-14
-7.152969862942207158e+01	-3.856162551347377841e-15	-7.280526670490784255e-14	-5.484799321802704573e-14	6.158584400098913982e-14
-7.151922729306876647e+01	7.483165445098861176e-14	7.036141688988739952e-15	-5.400962736702663579e-14	-5.975313972922233357e-14
-7.150875595671546137e+01	-1.722237037560663855e-14	7.100393286173631669e-14	6.284356593729705848e-14	-4.699577051046874227e-14
-7.149828462036215626e+01	-6.897648660018617886e-14	-1.659993254980526285e-14	4.486277192596372251e-14	6.776286033582287970e-14
-7.148781328400885116e+01	2.354167160163145458e-14	-7.111176838475242599e-14	-7.157618122578578277e-14	4.066846259046675884e-14
-7.147734194765554605e+01	6.869354587377393829e-14	3.242522519998462215e-14	-3.662050571261685191e-14	-7.542942537589773349e-14
-7.146687061130224095e+01	-3.744556142461941952e-14	6.568905510101495970e-14	7.883018737655242976e-14	-2.939334825913920896e-14
-7.145639927494893584e+01	-6.312972805573443972e-14	-3.883103465778789218e-14	2.521778949692496576e-14	7.797639179450512213e-14
-7.144592793859563074e+01	4.234515522996995431e-14	-6.359635737253353678e-14	-8.032784752581829049e-14	2.649714979357107342e-14
-7.143545660224232563e+01	6.099883923079878275e-14	5.125244244862722720e-14	-1.865875184143329734e-14	-8.554061099729961359e-14
-7.142498526588902052e+01	-5.351160680111674148e-14	5.602074821142888598e-14	8.466329854821866060e-14	-1.150386166930475522e-14
-7.141451392953571542e+01	-5.696682886379307259e-14	-5.378881563288219230e-14	1.255381398267657393e-14	8.310036937988127993e-14
-7.140404259318241031e+01	5.727785897472355594e-14	-5.795176398697496581e-14	-8.868134555894349246e-14	1.138422501210941654e-14
