x+ 	 x- 	 p+ 	 p- 	 mass_x+ 	 itr 
-9.999999999999998	nan	5.0	nan	1.0	0
-9.994999999999992	-9.794580537181767	5.000000000008554	5.020051738184597	1.0000000000000007	1
-9.98499999999998	-9.784538624066416	5.0000000000172715	5.020252368113105	0.999999999999999	2
-9.974999999999957	-9.77449430524033	5.000000000026164	5.020454230759821	0.9999999999999986	3
-9.964999999999897	-9.764447804914932	5.0000000000352385	5.0206574709387395	0.9999999999999992	4
-9.954999999999837	-9.754399045575237	5.000000000044495	5.020861978802173	0.9999999999999976	5
-9.944999999999716	-9.744348057641124	5.000000000053938	5.021067865756685	1.000000000000001	6
-9.9349999999996	-9.73429482906638	5.000000000063574	5.021275097947771	1.0000000000000007	7
-9.924999999999494	-9.724239333572136	5.0000000000734035	5.021483661253219	0.9999999999999996	8
-9.91499999999939	-9.714181583793023	5.00000000008343	5.021693570268616	0.9999999999999952	9
-9.904999999999179	-9.704121555864857	5.000000000093662	5.021904815566106	1.0000000000000002	10
-9.894999999999035	-9.694059266826958	5.000000000104099	5.02211742001228	0.9999999999999959	11
-9.884999999998808	-9.683994688065688	5.000000000114748	5.022331365737719	0.9999999999999983	12
-9.874999999998556	-9.67392783584548	5.000000000125611	5.022546666776253	0.9999999999999978	13
-9.8649999999983	-9.663858690274532	5.000000000136692	5.022763324474282	0.9999999999999981	14
-9.85499999999805	-9.653787263984734	5.000000000148002	5.022981338400756	0.9999999999999971	15
-9.84499999999774	-9.643713530465352	5.000000000159537	5.023200710190172	0.9999999999999976	16
-9.834999999997441	-9.63363749321831	5.000000000171306	5.023421446748492	0.9999999999999973	17
-9.824999999997052	-9.62355913984267	5.000000000183311	5.023643550982333	0.9999999999999992	18
-9.814999999996713	-9.61347847644822	5.000000000195562	5.02386703169484	0.9999999999999971	19
-9.804999999996351	-9.603395488797794	5.0000000002080585	5.0240918955776905	0.9999999999999954	20
-9.794999999995909	-9.593310182302233	5.000000000220809	5.024318141615941	0.9999999999999969	21
-9.784999999995453	-9.583222553110298	5.0000000002338165	5.024545770237104	0.9999999999999986	22
-9.774999999995003	-9.573132590418417	5.000000000247088	5.024774797132906	0.9999999999999957	23
-9.764999999994505	-9.563040292752914	5.000000000260626	5.025005224765298	0.9999999999999978	24
-9.754999999993961	-9.552945657062445	5.000000000274438	5.025237058771831	0.999999999999999	25
-9.74499999999345	-9.542848680394837	5.000000000288531	5.025470295354589	0.9999999999999961	26
-9.734999999992892	-9.532749357194279	5.000000000302908	5.02570495325626	0.9999999999999957	27
-9.724999999992258	-9.522647689323925	5.000000000317577	5.025941032956048	0.9999999999999976	28
-9.714999999991601	-9.512543675592092	5.000000000332539	5.026178545452474	0.9999999999999978	29
-9.704999999990957	-9.502437308100621	5.000000000347808	5.026417494450457	0.9999999999999954	30
-9.694999999990243	-9.492328586394603	5.000000000363384	5.026657887630351	0.9999999999999978	31
-9.684999999989511	-9.482217509838526	5.000000000379275	5.026899731864089	0.9999999999999979	32
-9.67499999998877	-9.47210407723921	5.000000000395487	5.027143030755416	0.9999999999999952	33
-9.664999999987998	-9.461988282924157	5.000000000412029	5.027387796800098	0.9999999999999959	34
-9.65499999998715	-9.451870130769608	5.000000000428901	5.027634034746825	0.9999999999999971	35
-9.644999999986302	-9.441749616854239	5.000000000446119	5.027881753326608	0.9999999999999954	36
-9.634999999985387	-9.43162673972121	5.000000000463683	5.028130960358317	0.9999999999999971	37
-9.6249999999845	-9.421501498151084	5.000000000481602	5.028381664543843	0.9999999999999942	38
-9.614999999983494	-9.411373894648664	5.000000000499885	5.028633875716297	0.9999999999999964	39
-9.604999999982493	-9.401243931538035	5.000000000518536	5.028887601602487	0.9999999999999973	40
-9.594999999981463	-9.391111605292693	5.000000000537567	5.029142846861862	0.9999999999999971	41
-9.584999999980393	-9.380976915344457	5.000000000556981	5.029399623869786	0.9999999999999964	42
-9.57499999997928	-9.37083986597923	5.000000000576789	5.029657941708805	0.9999999999999957	43
-9.56499999997812	-9.360700455858494	5.000000000596996	5.029917807746725	0.9999999999999961	44
-9.554999999976967	-9.350558688151152	5.000000000617614	5.030179230897272	0.9999999999999944	45
-9.544999999975712	-9.340414561671624	5.000000000638649	5.030442222617817	0.9999999999999962	46
-9.53499999997442	-9.330268078551981	5.000000000660109	5.030706790477645	0.999999999999995	47
-9.524999999973085	-9.320119240207886	5.000000000682006	5.030972944357591	0.9999999999999964	48
-9.514999999971755	-9.309968049670264	5.000000000704343	5.03124069299731	0.9999999999999944	49
-9.504999999970337	-9.299814511242786	5.000000000727135	5.03151004720937	0.9999999999999938	50
-9.494999999968876	-9.289658626902591	5.000000000750385	5.0317810173530075	0.999999999999995	51
-9.48499999996738	-9.279500400327295	5.000000000774107	5.03205361267743	0.9999999999999942	52
-9.474999999965803	-9.269339835360567	5.000000000798311	5.032327845282308	0.9999999999999954	53
-9.464999999964274	-9.2591769333174	5.000000000823002	5.0326037266171175	0.9999999999999938	54
-9.454999999962597	-9.249011697162741	5.000000000848194	5.0328812732414505	0.9999999999999961	55
-9.444999999960917	-9.238844130398046	5.000000000873898	5.033160510920706	0.9999999999999944	56
-9.434999999959174	-9.228674237614689	5.00000000090012	5.033441463411877	0.9999999999999942	57
-9.42499999995735	-9.218502022579898	5.000000000926874	5.033724152444841	0.9999999999999948	58
-9.414999999955455	-9.208327489340993	5.000000000954169	5.034008589432822	0.9999999999999988	59
-9.404999999953564	-9.198150644923144	5.000000000982017	5.03429476897572	0.9999999999999954	60
-9.394999999951612	-9.187971502334563	5.00000000101043	5.034582643528102	0.9999999999999962	61
-9.3849999999496	-9.177790073899551	5.000000001039417	5.034872170382584	0.9999999999999944	62
-9.37499999994755	-9.167606366453198	5.000000001068992	5.0351633652102805	0.9999999999999929	63
-9.364999999945393	-9.15742038341087	5.000000001099165	5.035456261292605	0.9999999999999931	64
-9.354999999943201	-9.147232130213801	5.0000000011299495	5.035750892742454	0.9999999999999926	65
-9.344999999940905	-9.137041611050359	5.000000001161357	5.036047282767724	0.9999999999999946	66
-9.334999999938585	-9.126848838707842	5.000000001193402	5.0363454284681515	0.9999999999999954	67
-9.32499999993619	-9.11665382184395	5.000000001226096	5.036645331029365	0.9999999999999964	68
-9.314999999933756	-9.106456567638876	5.00000000125945	5.036947002146764	0.9999999999999936	69
-9.304999999931228	-9.096257086462	5.000000001293483	5.037250458471722	0.9999999999999948	70
-9.294999999928665	-9.086055387375955	5.000000001328203	5.037555712946394	0.9999999999999938	71
-9.284999999925988	-9.075851477839421	5.000000001363627	5.03786278014848	0.9999999999999942	72
-9.274999999923265	-9.065645369152808	5.000000001399769	5.038171672602327	0.9999999999999942	73
-9.264999999920473	-9.055437071878865	5.000000001436644	5.038482400227152	0.9999999999999938	74
-9.254999999917583	-9.045226597003893	5.000000001474265	5.0387949696031695	0.9999999999999944	75
-9.244999999914628	-9.035013955432103	5.000000001512648	5.039109386740236	0.9999999999999936	76
-9.23499999991161	-9.024799160905367	5.000000001551809	5.039425657249699	0.9999999999999946	77
-9.22499999990853	-9.01458222521019	5.000000001591765	5.039743784750407	0.9999999999999938	78
-9.214999999905322	-9.004363161594439	5.000000001632529	5.040063772698411	0.9999999999999938	79
-9.204999999902087	-8.994141984319239	5.0000000016741195	5.040385624861772	0.9999999999999912	80
-9.194999999898693	-8.98391870699925	5.000000001716554	5.040709346366495	0.999999999999995	81
-9.184999999895302	-8.973693343575947	5.0000000017598465	5.041034941973476	0.9999999999999933	82
-9.174999999891746	-8.963465908666068	5.000000001804017	5.041362420673573	0.9999999999999946	83
-9.164999999888167	-8.953236415581575	5.000000001849084	5.041691788588537	0.9999999999999923	84
-9.154999999884467	-8.943004880511197	5.000000001895065	5.042023051788249	0.9999999999999948	85
-9.144999999880692	-8.932771318616812	5.000000001941977	5.042356215963217	0.9999999999999912	86
-9.134999999876792	-8.92253574600905	5.000000001989839	5.042691284417722	0.9999999999999912	87
-9.1249999998728	-8.912298177958162	5.000000002038674	5.043028261968976	0.9999999999999917	88
-9.114999999868736	-8.902058631969966	5.000000002088496	5.043367151638999	0.9999999999999917	89
-9.104999999864567	-8.89181712451662	5.0000000021393305	5.04370795550194	0.9999999999999911	90
-9.094999999860274	-8.8815736740764	5.000000002191195	5.044050674117107	0.9999999999999921	91
-9.08499999985588	-8.87132829924608	5.000000002244109	5.044395306100897	0.9999999999999931	92
-9.074999999851414	-8.8610810178862	5.000000002298099	5.044741851320369	0.9999999999999911	93
-9.064999999846805	-8.850831848998428	5.000000002353182	5.045090308827434	0.9999999999999921	94
-9.054999999842108	-8.84058081221558	5.000000002409382	5.045440678412934	0.9999999999999912	95
-9.044999999837266	-8.830327926352657	5.000000002466723	5.045792958445317	0.9999999999999928	96
-9.034999999832348	-8.820073212250898	5.000000002525225	5.046147147881642	0.9999999999999931	97
-9.024999999827296	-8.809816689356813	5.000000002584914	5.0465032446312845	0.9999999999999931	98
-9.01499999982216	-8.799558377758018	5.000000002645813	5.0468612459371185	0.9999999999999902	99
-9.004999999816825	-8.789298298943182	5.000000002707949	5.047221148932724	0.9999999999999926	100
-8.994999999811418	-8.779036474390479	5.000000002771345	5.047582948835846	0.9999999999999921	101
-8.984999999805893	-8.768772924684766	5.000000002836026	5.047946641413775	0.9999999999999921	102
-8.974999999800204	-8.758507671725143	5.000000002902019	5.048312220845442	0.9999999999999907	103
-8.96499999979443	-8.748240738285615	5.000000002969351	5.0486796818175765	0.999999999999989	104
-8.954999999788473	-8.737972146310069	5.000000003038049	5.049049017570589	0.9999999999999902	105
-8.944999999782391	-8.727701917966165	5.0000000031081395	5.049420220450392	0.99999999999999	106
-8.93499999977616	-8.717430075975713	5.000000003179654	5.049793282181799	0.9999999999999911	107
-8.924999999769812	-8.707156644429569	5.000000003252619	5.05016819376359	0.9999999999999898	108
-8.9149999997633	-8.696881645528974	5.000000003327064	5.050544944704949	0.9999999999999923	109
-8.904999999756642	-8.686605103718977	5.000000003403018	5.050923524541107	0.9999999999999909	110
-8.894999999749837	-8.6763270429339	5.000000003480515	5.051303921175567	0.9999999999999917	111
-8.884999999742869	-8.666047487285429	5.0000000035595855	5.051686120127063	0.9999999999999928	112
-8.874999999735747	-8.655766461246083	5.000000003640259	5.0520701069073475	0.9999999999999936	113
-8.864999999728493	-8.64548398999082	5.000000003722569	5.0524558657528775	0.9999999999999917	114
-8.854999999721025	-8.63520009770811	5.000000003806551	5.052843380795088	0.9999999999999909	115
-8.844999999713421	-8.624914808992674	5.000000003892237	5.053232637404418	0.9999999999999907	116
-8.834999999705644	-8.614628148222208	5.000000003979662	5.0536236192273005	0.99999999999999	117
-8.82499999969769	-8.604340137295692	5.00000000406886	5.054016305583902	0.9999999999999881	118
-8.814999999689563	-8.594050803259407	5.000000004159869	5.054410680169888	0.9999999999999881	119
-8.804999999681213	-8.583760170446128	5.000000004252727	5.054806722255558	0.9999999999999902	120
-8.794999999672731	-8.573468268135917	5.000000004347469	5.055204426867711	0.9999999999999895	121
-8.784999999664002	-8.563175119635796	5.000000004444136	5.05560377641064	0.9999999999999912	122
-8.774999999655144	-8.552880747216484	5.0000000045427635	5.05600474124102	0.9999999999999888	123
-8.76499999964605	-8.542585175471013	5.000000004643392	5.056407299404314	0.9999999999999879	124
-8.75499999963678	-8.53228842940424	5.000000004746067	5.056811429054685	0.9999999999999896	125
-8.74499999962727	-8.521990533932238	5.000000004850823	5.057217107596296	0.999999999999989	126
-8.734999999617566	-8.511691512752504	5.000000004957709	5.057624310840597	0.9999999999999886	127
-8.724999999607663	-8.501391390182942	5.000000005066763	5.058033013514207	0.9999999999999873	128
-8.714999999597522	-8.491090190070922	5.000000005178033	5.058443190147613	0.99999999999999	129
-8.70499999958717	-8.480787936543788	5.000000005291563	5.05885481645841	0.9999999999999878	130
-8.6949999995766	-8.470484653642153	5.000000005407395	5.059267865265077	0.9999999999999895	131
-8.684999999565795	-8.460180359150653	5.000000005525583	5.059682298614822	0.9999999999999869	132
-8.674999999554712	-8.449875073476687	5.000000005646171	5.060098081595954	0.9999999999999871	133
-8.664999999543422	-8.439568833717065	5.0000000057692064	5.060515215534725	0.9999999999999873	134
-8.654999999531892	-8.42926166138487	5.000000005894742	5.060933669426869	0.9999999999999878	135
-8.644999999520065	-8.418953578464441	5.000000006022827	5.061353413059637	0.9999999999999888	136
-8.63499999950807	-8.408644601431591	5.000000006153514	5.061774405207858	0.9999999999999859	137
-8.624999999495772	-8.398334753205502	5.000000006286854	5.062196617159321	0.9999999999999848	138
-8.614999999483166	-8.388024054935665	5.000000006422903	5.0626200189261805	0.9999999999999876	139
