xgrid 	 psiboa+_real 	 psiboa+_imag 	              psiexact+_real 	 psiexact+_imag 	              pgrid 	 psihatboa+_real 	 psiboa+_imag 	              psihatexact+_real 	 psihatexact+_imag 
-2.091375206006225795e+01	-2.604154561005608811e-16	5.236066421318748001e-15	-6.744130089033689903e-14	5.188497293610925888e-15	-5.980180191372118514e+01	-2.997002584163535200e-16	-5.635901635850700140e-17	-6.580389277160996645e-15	-7.237222696972815692e-16
-2.091008972715619763e+01	-1.817061545890065157e-15	5.874722486852939290e-15	1.086334320183078025e-14	2.491049589521586818e-14	-5.979133057736788004e+01	-3.527254828631042826e-16	-1.527064207628152564e-16	-2.982908594277481158e-15	-8.544529999828392013e-15
-2.090642739425013730e+01	-2.010288641737836535e-15	5.161043698705573985e-15	-5.714532517871318535e-14	-6.492009039317690744e-14	-5.978085924101457493e+01	-3.200030027675963362e-16	1.251675578777757417e-17	4.204297254858032453e-15	-5.521463836386851876e-15
-2.090276506134407697e+01	-3.036260578162391566e-15	3.799243057146803726e-15	3.652611083347232399e-14	-3.672425886005532154e-17	-5.977038790466126983e+01	-5.544419405072466717e-16	-5.468614503946142186e-17	8.709397261165836608e-15	-2.452455440918138691e-15
-2.089910272843801664e+01	-3.644496725374752076e-15	3.160436847898788822e-15	-4.065216814417905691e-14	3.107526553518755306e-14	-5.975991656830796472e+01	-2.366391727344833935e-17	-2.141460491289639327e-16	7.114245899408019778e-15	7.846856443968797593e-15
-2.089544039553195631e+01	-5.206316891350186252e-15	1.956946705422095982e-15	2.873617984183360216e-14	-5.450464912944000228e-15	-5.974944523195466672e+01	3.073503335885960452e-17	-4.675229105994649874e-17	-8.590618433973713495e-16	8.242581423185614849e-15
-2.089177806262589243e+01	-5.256225999717548105e-15	1.136120342961016178e-15	-9.059861655720992201e-15	7.422547949728297627e-15	-5.973897389560136162e+01	-2.443898592728728237e-16	4.011978279822241021e-16	-8.398791749818542101e-15	5.508210791134202396e-15
-2.088811572971983210e+01	-5.348209474809608699e-15	2.218769904285210450e-16	-3.041405548489383614e-14	3.108775347966644171e-14	-5.972850255924805651e+01	2.068941024352099134e-16	-4.799048383231039617e-16	-1.070029697012299574e-14	-6.264535907241413935e-15
-2.088445339681376822e+01	-5.717494003499860108e-15	-1.381672070387441981e-15	8.311369941893959907e-14	-7.201405489099611151e-15	-5.971803122289475141e+01	-4.866940266849111369e-16	-2.937919886659807168e-16	-1.669057110147797898e-15	-9.210424082048405471e-15
-2.088079106390770789e+01	-5.384034462846683492e-15	-3.104261026977444229e-15	-3.987549852449109781e-14	5.223593338722626581e-14	-5.970755988654144630e+01	2.117790536375345754e-16	1.935345393057807168e-16	8.423548285476261847e-15	-1.053520053326677358e-14
-2.087712873100164757e+01	-5.341211746941874551e-15	-3.486069794240207733e-15	3.040014045515100307e-14	-2.985508557472630998e-14	-5.969708855018814120e+01	1.650872364657518464e-16	7.126137199516323522e-17	1.166443440301408063e-14	-1.817368740607643005e-17
-2.087346639809558724e+01	-4.931130195418859193e-15	-5.720636395626254253e-15	-2.311693193875591623e-14	7.135716666966117364e-14	-5.968661721383483609e+01	-3.871653106937470529e-16	4.411312989744854025e-16	9.497978526012701012e-15	8.781798486440562871e-15
-2.086980406518952691e+01	-4.277550875792626236e-15	-6.046687812483526659e-15	1.074756349025546473e-14	1.115876386016475834e-15	-5.967614587748153099e+01	-1.506015688414203855e-16	-5.027525580352089726e-17	-1.382324302843956333e-16	1.245697245246180188e-14
-2.086614173228346658e+01	-2.572801378190025376e-15	-6.824810863211180195e-15	-4.644192857407761605e-14	2.633658622047054976e-14	-5.966567454112822588e+01	-1.217999515466999897e-16	2.260950378719043046e-16	-1.212053982000007766e-14	5.769091652927431790e-15
-2.086247939937740270e+01	-1.843496503783232853e-15	-6.656659466367579200e-15	-5.197444625949443738e-14	-3.309137172430028908e-14	-5.965520320477492788e+01	-3.979196786489677478e-16	1.615818719827311473e-16	-1.242469979827898492e-14	-4.542490206849383559e-15
-2.085881706647134237e+01	-1.485731057210756844e-15	-7.212000071121942860e-15	2.643377706304147127e-14	1.176933713451752970e-14	-5.964473186842162278e+01	8.258474154181907419e-17	-1.184038156066337854e-17	-5.359863733912279541e-15	-1.328983630008162708e-14
-2.085515473356528204e+01	-2.352915745538974184e-16	-7.683085278878552217e-15	-5.921302739859079166e-15	1.515981268873107229e-14	-5.963426053206831767e+01	-6.332248423661241942e-17	-1.152282991649889680e-16	6.883955051268849680e-15	-1.025009152829865717e-14
-2.085149240065921816e+01	1.387066436329911142e-15	-7.395481257349684321e-15	5.273668283653821364e-15	-4.924396083520063359e-14	-5.962378919571501257e+01	6.809359414082329923e-16	-2.450854842019411040e-16	1.497812761494861983e-14	-4.460343983378971589e-15
-2.084783006775315783e+01	2.789269038203855066e-15	-7.938603688909779423e-15	2.184855976817900081e-15	5.322526411788978905e-14	-5.961331785936170746e+01	8.647280190307596524e-16	-7.645462060853079918e-18	1.241529744311650868e-14	1.144783452998371442e-14
-2.084416773484709751e+01	3.868344622218621616e-15	-7.433940244953354077e-15	2.309452641101308362e-14	-6.884830037692706303e-14	-5.960284652300840236e+01	-2.643075702452254422e-16	2.789990121516389531e-16	1.517740937768930093e-16	1.360427656198139779e-14
-2.084050540194103718e+01	4.288310524369256367e-15	-6.452826886080637821e-15	3.924094525173452571e-14	-3.183990101336108581e-15	-5.959237518665509725e+01	-9.756754228732650146e-17	-1.287680699728450631e-16	-1.160721591139888393e-14	1.217540758198421711e-14
-2.083684306903497685e+01	5.186078499976499366e-15	-4.925372608049865758e-15	-1.121992881968275198e-16	1.290916045605698766e-14	-5.958190385030179215e+01	-1.279954868102844973e-17	3.104061536719948220e-16	-1.437649854547977837e-14	-1.650065504247737143e-15
-2.083318073612891652e+01	6.428523245638060667e-15	-4.504605163928929359e-15	3.311198758437072715e-14	-1.467761895960287780e-14	-5.957143251394848704e+01	-2.427687598942259060e-16	-2.746431068512141126e-16	-9.446855001374937177e-15	-1.264552452909034043e-14
-2.082951840322285264e+01	6.295569076489669975e-15	-3.775679389917673650e-15	4.625254590743381270e-14	4.825333685037675982e-14	-5.956096117759518194e+01	-2.705352020664472038e-16	2.327890328623389587e-16	4.652841297728551397e-15	-1.647456315720363033e-14
-2.082585607031679231e+01	5.883058954585803041e-15	-2.856002264949292267e-15	5.083625018470705023e-15	-1.815264870616580929e-14	-5.955048984124188394e+01	-1.827836762950922387e-16	-3.025138378988871798e-16	1.596529801186860290e-14	-6.126034889141499025e-15
-2.082219373741072843e+01	6.105761402887885455e-15	-6.993872017959401846e-16	-1.380205097711529199e-14	8.860754349770083443e-14	-5.954001850488857883e+01	5.055941147461331678e-16	-3.976268232752769617e-16	1.601891232852968572e-14	5.866911231815678043e-15
-2.081853140450466810e+01	6.622619243122581707e-15	-6.462852948668231758e-16	-1.940422624423743661e-14	-3.575103632417072210e-14	-5.952954716853527373e+01	-1.128065017974021111e-16	7.316823387879629570e-17	7.011637539577595089e-15	1.821635313953606193e-14
-2.081486907159860777e+01	6.239892279724445458e-15	8.597595581256018737e-16	5.916660583171506168e-14	3.126931556170368619e-14	-5.951907583218196862e+01	9.048986743817187172e-17	1.471880507647783993e-16	-7.086138231036731188e-15	1.579615178228371267e-14
-2.081120673869254745e+01	5.328796208759277226e-15	2.333360587149109155e-15	-4.061997376507949406e-14	-2.780630459517427258e-14	-5.950860449582866352e+01	-8.915799169862721334e-17	3.303164997192236965e-16	-1.804837227815455994e-14	7.457371849276452428e-15
-2.080754440578648712e+01	4.889654200441187933e-15	2.959246939328908804e-15	3.469663591056435863e-14	2.310197583583917673e-14	-5.949813315947535841e+01	2.144799937342143879e-16	-3.340565635426245424e-17	-1.825014502301881948e-14	-9.668002385696258576e-15
-2.080388207288042679e+01	3.766288840160222503e-15	3.244889942445845259e-15	7.527890804360685813e-15	-1.234006135978393035e-14	-5.948766182312205331e+01	-1.523208973915121645e-16	-3.695827522804068405e-17	-4.170155239964229864e-15	-1.719656977150598846e-14
-2.080021973997436291e+01	4.027497829905710281e-15	3.529553899012205355e-15	-3.721902590155346907e-14	-4.328770858611643317e-14	-5.947719048676874820e+01	7.284657151257380826e-16	1.694810987827073507e-16	1.150954521923768536e-14	-1.677322089848453023e-14
-2.079655740706830258e+01	2.167288984166608238e-15	4.036541203497412155e-15	5.210670087131534734e-14	-4.097960784033149484e-16	-5.946671915041544310e+01	-1.581270973936166320e-16	3.087387276311388524e-16	1.801299897441987250e-14	-2.905944378611548840e-15
-2.079289507416224225e+01	1.291275662551793987e-15	4.409723399767224871e-15	-2.908201443223306900e-14	-6.055735953350653569e-15	-5.945624781406214510e+01	-2.139921246220402130e-16	1.504016966189102883e-16	1.704067772422524655e-14	7.982984966174408089e-15
-2.078923274125617837e+01	7.284991198036834494e-16	4.450986233902195191e-15	7.553235428397767018e-14	-3.093163897348609037e-14	-5.944577647770883999e+01	1.923325137058125011e-16	-7.595113506325023810e-17	3.221838309591496877e-15	2.190729167210493486e-14
-2.078557040835011804e+01	-7.752711307724834302e-16	4.279442636689016176e-15	-4.092632536051785031e-15	-2.643197272880588049e-15	-5.943530514135553489e+01	2.867722736738972163e-16	-6.298934562616954889e-16	-1.341690889938680494e-14	1.437614211879916571e-14
-2.078190807544405772e+01	-1.250400076157188100e-15	2.653566058602911328e-15	5.625470464108708064e-14	2.298578777620127456e-14	-5.942483380500222978e+01	-5.410440363653429765e-16	-6.358420518638901950e-16	-2.261965101992514545e-14	4.973598565858159635e-15
-2.077824574253799739e+01	-2.971951432449003537e-15	2.144088787759202259e-15	-2.791990660047375549e-15	5.907053475282045006e-14	-5.941436246864892468e+01	1.995439362437098849e-16	-3.725119921497009397e-16	-1.802781063264128741e-14	-1.374294590367629509e-14
-2.077458340963193706e+01	-3.160324998740541295e-15	1.676766899720057123e-15	3.689298015124746300e-16	-4.555019682388176193e-14	-5.940389113229561957e+01	-7.069844447156221425e-16	5.122392936995154127e-17	-3.108272977541286786e-15	-2.039665298051986257e-14
-2.077092107672587673e+01	-4.306359949958218018e-15	1.900318416531995855e-15	1.051306395684963641e-14	8.257282404744096977e-15	-5.939341979594231447e+01	8.928212795240247460e-16	1.626224822208756346e-16	1.169726905568450745e-14	-1.862120932645281952e-14
-2.076725874381981285e+01	-4.106143829552218294e-15	6.074472068508653430e-16	-3.819272431452899197e-14	1.076053944215481342e-14	-5.938294845958900936e+01	1.002599575428431777e-15	1.079226790207146761e-17	1.958690323540650460e-14	-4.418967450949049922e-15
-2.076359641091375252e+01	-4.821155330196706888e-15	-9.571768056578696531e-16	4.653725568791023488e-14	-2.999861487388665779e-14	-5.937247712323570425e+01	7.055218391685821573e-17	7.575306328372382240e-16	1.998329877284952784e-14	7.991304064589199466e-15
-2.075993407800768864e+01	-5.107914190613580589e-15	-1.435172780959740109e-15	-8.379611758781385205e-14	2.384475461617766751e-14	-5.936200578688239915e+01	-5.654316340631874442e-16	2.676255573119078843e-16	4.050785397041092138e-15	2.245987424188642860e-14
-2.075627174510162831e+01	-4.570264937976838546e-15	-2.719944626944965092e-15	8.449875330747585345e-16	-3.380831476872102498e-14	-5.935153445052910115e+01	1.473668931764175433e-16	1.810683569924762310e-16	-7.745164967894864433e-15	1.806954487873008744e-14
-2.075260941219556798e+01	-4.114489816364452832e-15	-3.980367086858722113e-15	-9.337371460570732424e-15	-2.671929866763970329e-16	-5.934106311417579604e+01	1.102526184798044175e-16	5.486095460244032714e-17	-2.368343046351195577e-14	9.397602198368259262e-15
-2.074894707928950766e+01	-4.129950046219064601e-15	-4.326346792419094395e-15	-1.480014105052993993e-14	-3.556084122329515916e-14	-5.933059177782249094e+01	-6.168931000684657168e-16	1.019916311175700582e-16	-2.030174052525335444e-14	-1.164306038927057921e-14
-2.074528474638344733e+01	-3.906169406432244259e-15	-5.337861322436656524e-15	-7.110552652444104727e-15	-6.147712332343203793e-14	-5.932012044146918583e+01	6.760896999949420822e-16	2.112664189246388489e-16	-8.230143007720529132e-15	-1.930750531542942481e-14
-2.074162241347738700e+01	-2.647188276270493071e-15	-6.105316230113965418e-15	6.134316159409583914e-15	-4.754912426143998341e-15	-5.930964910511588073e+01	3.959026058827873767e-16	5.239155996308463714e-16	8.691549117431368665e-15	-1.809090715046725579e-14
-2.073796008057132667e+01	-2.529832592241731138e-15	-6.103646795815337716e-15	7.341453069300835230e-14	-3.861759607070138188e-14	-5.929917776876257562e+01	-2.128743795849107802e-16	-7.128586525947563026e-18	1.914551929549837912e-14	-1.160329194800110505e-14
-2.073429774766526279e+01	-1.046577243571017362e-15	-6.747379273453135798e-15	-1.762917135562425228e-14	3.973277945213462095e-14	-5.928870643240927052e+01	-1.823268526879709314e-16	3.149672890609572970e-16	2.184283169244684899e-14	6.045483821910823728e-15
-2.073063541475920246e+01	3.708117380753216937e-17	-7.451343530647175433e-15	-1.615490683995682981e-14	-7.146581414151816913e-14	-5.927823509605596541e+01	5.895860694487283201e-16	4.613805718957898479e-16	1.341488507476783177e-14	1.777592005441102493e-14
-2.072697308185313858e+01	8.495238472534880122e-16	-7.190217427557676366e-15	1.094247369479302718e-14	6.590114728179086303e-14	-5.926776375970266031e+01	4.859865594603666447e-16	-5.058780709896514470e-16	-1.977605597149301439e-15	2.159108113115468290e-14
-2.072331074894707825e+01	1.664766293582807349e-15	-5.579737895928549838e-15	-1.610310249608202335e-14	-6.367434606232550997e-14	-5.925729242334936231e+01	1.075905967672501102e-16	1.454187340699008322e-18	-1.397738101130455876e-14	1.635728348704434091e-14
-2.071964841604101792e+01	3.307356917914586567e-15	-6.137183256138823536e-15	-1.541931723435366059e-15	3.100494147996040610e-14	-5.924682108699605720e+01	6.884287088497759282e-17	-9.561744861641466854e-17	-2.133867902214521419e-14	1.407650019820755718e-15
-2.071598608313495760e+01	3.845225275623231304e-15	-5.767495850134132287e-15	-2.247660289950553755e-14	3.117660920988516326e-14	-5.923634975064275210e+01	1.472872353319063263e-16	-3.466468154018803602e-16	-1.742304044172840521e-14	-1.261602634470216309e-14
-2.071232375022889727e+01	4.070009887166885796e-15	-5.324033676812056083e-15	-1.163708126527943734e-14	-2.920129948325192833e-14	-5.922587841428944699e+01	9.468340060507535684e-16	4.961799321462386016e-16	-2.898592477575194595e-15	-2.115652320030497313e-14
-2.070866141732283694e+01	4.336359916903455236e-15	-4.153525435626882814e-15	-6.190332854682626299e-16	1.753650472326812295e-14	-5.921540707793614189e+01	-6.020606167741956583e-16	-1.517327440459097141e-17	9.858477290814907221e-15	-1.643210221942077347e-14
-2.070499908441677306e+01	6.173788517601169393e-15	-2.554055611529867865e-15	-6.533773816220240429e-14	-3.271174213710633093e-14	-5.920493574158283678e+01	-3.313280655682785147e-17	2.335543360856342009e-16	2.037705565993462929e-14	-6.064174177767995500e-15
-2.070133675151071273e+01	5.704744881904204905e-15	-2.525536121028302596e-15	-2.373035695554695027e-15	6.198998634905456008e-15	-5.919446440522953168e+01	-1.406191125622861963e-15	-9.035600927956220908e-17	1.900259945849567704e-14	7.534751902884269595e-15
-2.069767441860464885e+01	6.341527185498822030e-15	-1.687563280145883410e-15	-1.140789549803722480e-14	-6.737143965792796268e-14	-5.918399306887622657e+01	-2.433999345379333853e-16	1.596772017908527242e-16	1.159507361462279061e-14	1.601948940470478026e-14
-2.069401208569858852e+01	5.951091847251211706e-15	-8.971953903359067420e-16	4.419536090536389067e-14	-2.200753967701954812e-14	-5.917352173252292147e+01	5.406304258816891689e-17	5.127048196794358681e-16	-7.721276063610396891e-16	2.225023097413401698e-14
-2.069034975279252819e+01	5.749638724731082362e-15	8.474722985259618991e-18	-4.171098282938939117e-14	2.648696545904738713e-14	-5.916305039616961636e+01	4.474131287263947529e-16	6.874307680781591846e-17	-1.140187739755885127e-14	1.418759014065259843e-14
-2.068668741988646786e+01	5.232547854138876860e-15	1.023148423025866668e-15	2.221736408867508467e-14	-1.094896052002740447e-14	-5.915257905981631836e+01	1.699665717964502155e-16	-1.812586942291166917e-16	-1.792951234932744885e-14	3.537986658556744597e-15
-2.068302508698040754e+01	4.669411914221178070e-15	2.120454454891410101e-15	2.050288155404250636e-14	2.783979684657856970e-14	-5.914210772346301326e+01	-2.062831331601739265e-16	3.634111577016129890e-16	-1.741091263652361134e-14	-1.059694596867529220e-14
-2.067936275407434721e+01	4.104092239596041279e-15	1.925602553226157809e-15	-4.651920984724129234e-14	-1.490075120973118497e-14	-5.913163638710970815e+01	2.806060442531199650e-16	-8.112630771593748218e-17	-7.216872507651470766e-15	-1.330771856926267487e-14
-2.067570042116828688e+01	2.851540020426560543e-15	3.289943780606619521e-15	7.562544492938745264e-14	5.981889078417720653e-14	-5.912116505075640305e+01	7.229772801781280094e-16	3.029131729769820803e-16	5.171571310904146912e-15	-1.593587141582746035e-14
-2.067203808826222300e+01	3.079553948040438939e-15	2.671464959877647398e-15	-4.737899302583080289e-14	5.873266050961446320e-15	-5.911069371440309794e+01	1.943358801502690003e-16	-9.813877965690051792e-17	1.251587394121297429e-14	-8.311591073260682828e-15
-2.066837575535616267e+01	1.922930259096062257e-15	4.226913454035174260e-15	2.572451162913583136e-14	1.557694524551970323e-14	-5.910022237804979284e+01	-4.249095686102352600e-16	-1.804545390659431558e-16	1.776944746063567488e-14	-2.594582008741916030e-15
-2.066471342245009879e+01	1.056102307463447856e-15	3.274080673427335993e-15	-3.960424947662929978e-14	3.311485462573309755e-14	-5.908975104169648773e+01	-1.835987611726825265e-16	2.373874706425824866e-16	1.172630834661743833e-14	8.211469117333263060e-15
-2.066105108954403846e+01	-2.923665534711883397e-16	3.359007310919010942e-15	-1.907431853172972402e-14	4.455281250089448486e-14	-5.907927970534318263e+01	-2.943489112675185687e-16	2.927465481483201625e-16	5.829434611042996885e-15	1.531092761589889529e-14
-2.065738875663797813e+01	-1.287599469422570931e-15	3.557467036709293892e-15	-3.439592584195726995e-14	-1.020234096003798510e-14	-5.906880836898987752e+01	3.975867555617288788e-16	-3.603138389151405665e-16	-2.804264599349111158e-15	1.298670724986382807e-14
-2.065372642373191781e+01	-1.443605728091711335e-15	2.690848338513645869e-15	-5.543865844672430413e-14	-2.697731381409422108e-14	-5.905833703263657952e+01	8.656993885833471752e-17	-6.096123391506158445e-16	-9.661650882887085133e-15	8.005451800744232304e-15
-2.065006409082585748e+01	-3.163108549680991851e-15	2.099212611341650422e-15	2.715952295510302155e-14	-1.239704169374023733e-15	-5.904786569628327442e+01	-2.256568482207634522e-16	4.553683396176391637e-16	-1.586561155019359197e-14	-3.896908514615368700e-16
-2.064640175791979715e+01	-3.714225718230571963e-15	1.588862661343904681e-15	-3.700417012898907033e-14	4.725227295220530486e-14	-5.903739435992996931e+01	-2.674231605601348645e-16	-7.182456048033557003e-16	-1.309183740233029810e-14	-9.426618709870715522e-15
-2.064273942501373327e+01	-4.186700960791621718e-15	2.093666771525023041e-16	3.544553700162053984e-14	-6.078126312905814954e-14	-5.902692302357666421e+01	3.538234142512597962e-16	2.510750766047568908e-17	-5.980510819759693716e-15	-1.144561091019025674e-14
-2.063907709210767294e+01	-3.946944772330404890e-15	1.363817023381212542e-16	-4.019071555029720101e-14	6.210396381208863823e-14	-5.901645168722335910e+01	-3.791950620414981959e-16	-1.306778694156341754e-16	5.456717137838232959e-15	-1.469898218113964534e-14
-2.063541475920160906e+01	-3.897507502629774478e-15	-7.207160056303004885e-16	4.042593726275919605e-14	-4.145153804344746437e-14	-5.900598035087005400e+01	-4.239872557302722196e-16	6.495766270266184370e-17	8.501923091264537075e-15	-9.105343566759771886e-15
-2.063175242629554873e+01	-4.480050598096108449e-15	-1.969955003669303946e-15	2.251670143046068586e-14	2.445502478276792385e-14	-5.899550901451674889e+01	4.018783116623885189e-16	2.500805417497757408e-16	1.295816003043478297e-14	-4.033858932771691813e-15
-2.062809009338948840e+01	-4.336627687730220818e-15	-2.816331236826892921e-15	-2.076987177769456078e-14	3.561652554603098180e-15	-5.898503767816344379e+01	-1.732781684504452685e-16	-3.338076580446610470e-16	1.010052916488173813e-14	5.093348423030346957e-15
-2.062442776048342807e+01	-4.098946699858848209e-15	-2.537280751265760796e-15	1.834915736020202317e-14	7.596489091114521495e-15	-5.897456634181013868e+01	-2.472425464621390796e-16	-8.202365887593307113e-17	7.379971271407283343e-15	7.938778362048287885e-15
-2.062076542757736775e+01	-3.571892555243649236e-15	-3.716334547355812548e-15	5.607168030283757525e-15	6.116787950408181834e-14	-5.896409500545683358e+01	4.078804651667882927e-17	-7.829376956719980684e-17	-6.650368829801800514e-16	1.139953506580014788e-14
-2.061710309467130742e+01	-3.410817699249188316e-15	-5.102654338805279826e-15	4.613453755165742209e-15	3.519524104571397371e-15	-5.895362366910353558e+01	6.826875428238196161e-18	-5.063765312558286860e-16	-4.086142808666418075e-15	1.012842077983771600e-14
-2.061344076176524709e+01	-2.685678980282953437e-15	-5.321305808853400582e-15	-6.007676520335926937e-14	4.991091572688144634e-14	-5.894315233275023047e+01	3.420697115203401745e-16	1.848986224383830691e-16	-9.166620953492944811e-15	6.801575835634282363e-15
-2.060977842885918321e+01	-2.624702800523398286e-15	-6.196495135262517624e-15	-2.696650385926282444e-14	-2.807207480892969969e-14	-5.893268099639692537e+01	3.596138381989838023e-16	-6.876799486463018413e-17	-1.089329695673120129e-14	-8.243782548196282511e-16
-2.060611609595312288e+01	-7.263271072691619828e-16	-6.428149923181701796e-15	3.510013459450666082e-14	2.770355725907470853e-14	-5.892220966004362026e+01	1.319362097686247765e-16	-5.623394764258136551e-17	-9.523882596594974968e-15	-4.614968400836465919e-15
-2.060245376304705900e+01	1.286855484799703379e-16	-6.572297405815516907e-15	-2.591082372566984641e-14	-1.909970822485357797e-14	-5.891173832369031516e+01	-4.885141635392960054e-17	4.303612374706366544e-16	-4.665707655296585932e-15	-9.457296461348427468e-15
-2.059879143014099867e+01	7.093667704695429455e-16	-7.130038979784897724e-15	5.889157297024287414e-15	-1.583151273662952183e-14	-5.890126698733701005e+01	-4.976722152793065125e-16	1.126671582747324643e-16	2.058248812254569284e-15	-9.352068951828409895e-15
-2.059512909723493834e+01	1.347339707057853099e-15	-6.726228463891742648e-15	1.888265962216604946e-14	2.589339206847599695e-14	-5.889079565098370495e+01	4.573650969138657422e-17	1.092773667684494485e-16	5.241240625700625069e-15	-8.288137887436244065e-15
-2.059146676432887801e+01	2.097475400381037523e-15	-5.713469969115141166e-15	-3.334294051693510865e-15	-8.950449785028479774e-14	-5.888032431463039984e+01	-1.626904546365443226e-16	-2.480938692736716527e-16	7.834633508117358429e-15	-6.290224738176671689e-16
-2.058780443142281769e+01	3.535526767192921568e-15	-5.107069029490935193e-15	3.903198177340574616e-14	4.760316839613356343e-14	-5.886985297827709473e+01	4.541335917563620027e-17	-1.167223326992416872e-16	8.908494073592940933e-15	2.473072985170726092e-16
-2.058414209851675736e+01	4.367969023725523456e-15	-4.623216701176908700e-15	-1.051484828446437092e-14	-3.989800431220074550e-14	-5.885938164192379674e+01	-2.735113618679694078e-16	-9.989441541850503392e-17	4.508696251979834154e-15	5.849920699854159419e-15
-2.058047976561069348e+01	5.010838099669144967e-15	-4.888283827313774717e-15	7.373476623477166219e-14	3.155528249797797971e-14	-5.884891030557049163e+01	1.105184911674073304e-16	-2.388371845015545548e-16	3.831120725390866860e-15	7.088993829426136178e-15
-2.057681743270463315e+01	4.820823783620501795e-15	-3.431249714499186078e-15	2.654246842032659182e-14	-2.062181455997200775e-14	-5.883843896921718652e+01	-4.760871551118969546e-17	1.387390367130754653e-16	-1.207591626767691417e-15	8.773000823744640102e-15
-2.057315509979856927e+01	5.600164133212290430e-15	-2.430539545974666769e-15	3.125346044355924687e-14	5.524467897390380913e-14	-5.882796763286388142e+01	1.974177169099792542e-17	2.685535995099123116e-16	-3.940747110058689394e-15	6.156039493448092709e-15
-2.056949276689250894e+01	5.247253956857198955e-15	-1.969121398473245389e-15	-5.145112021602172683e-15	4.522661023996945989e-14	-5.881749629651057631e+01	2.027567963256438231e-16	2.604812110518845584e-16	-6.728790969945804518e-15	4.934800705183713390e-15
-2.056583043398644861e+01	6.231785101226514164e-15	-9.823550581763434601e-16	1.193963781464888165e-14	-1.470080168509636711e-14	-5.880702496015727121e+01	-3.254033678408631559e-17	-1.053648440981667590e-16	-7.625080577912048023e-15	-1.082339851739407707e-15
-2.056216810108038828e+01	5.535675288927935775e-15	-2.473636777082419425e-16	3.937952411202087608e-14	-1.075877867713689433e-15	-5.879655362380396610e+01	-1.921925753810128436e-17	-1.154545150865264629e-16	-6.112755337712320341e-15	-4.133475898156009447e-15
-2.055850576817432795e+01	5.737167817937025094e-15	1.029447059824674610e-15	-5.134792346797076589e-14	9.919662374816859940e-15	-5.878608228745066100e+01	-3.133499516787965494e-16	-4.885997349052853562e-17	-4.587506861671343866e-15	-7.284279278944740215e-15
-2.055484343526826763e+01	5.504920602501748720e-15	1.254890171261722211e-15	7.032490269518941382e-14	-1.024292885639660525e-14	-5.877561095109735589e+01	6.256804900948824423e-17	1.490388549568075591e-16	-2.611877982839753834e-15	-7.439938158304425026e-15
-2.055118110236220730e+01	4.687537735350508309e-15	1.624507431220509138e-15	-6.379121377557144016e-14	7.993070159053012227e-17	-5.876513961474405079e+01	1.645340568238076038e-17	-7.570763377994036137e-17	9.260241908526174745e-16	-8.510106141160991498e-15
-2.054751876945614342e+01	4.363539992048460261e-15	2.046746056118523411e-15	1.838305488856781386e-14	-3.443990013428639264e-14	-5.875466827839075279e+01	3.183991879421784704e-17	1.280247597814899060e-16	4.361717539672549215e-15	-4.324968596413378423e-15
-2.054385643655008309e+01	3.415675006299235403e-15	3.374804345713751426e-15	8.684299899719707806e-15	1.969429363314924408e-14	-5.874419694203744768e+01	1.068275201501331037e-16	-3.371849420815024720e-16	8.149764146712116262e-15	-3.573460821545665009e-15
-2.054019410364401921e+01	2.299315105552890276e-15	4.310862785647137600e-15	4.746071473913354317e-15	-3.224138747894524203e-14	-5.873372560568414258e+01	3.307261168998836914e-16	-1.313869474792257016e-16	5.751098653932621652e-15	3.074667437980998858e-15
-2.053653177073795888e+01	1.576372051319524521e-15	3.643957629630770286e-15	4.441391301898507934e-14	-3.337003947082055565e-14	-5.872325426933083747e+01	3.162860631792685292e-17	3.238008964169786732e-16	6.000308268668845528e-15	2.899900084020159450e-15
-2.053286943783189855e+01	1.099639744013115388e-15	4.048040582370875792e-15	5.561636611648609644e-15	-1.210525507151024492e-14	-5.871278293297753237e+01	-8.411386911522700054e-17	-9.434628321371517258e-17	2.242641628043808951e-15	8.881158497630696117e-15
-2.052920710492583822e+01	-7.981041152356177053e-16	4.338357416452768833e-15	8.422694103566217983e-14	2.831651792991048958e-14	-5.870231159662422726e+01	-2.436797397730968761e-16	1.751201487678309402e-16	1.379192809377833017e-15	6.649759982341393803e-15
-2.052554477201977789e+01	-1.373949770262071241e-15	3.710936107735627840e-15	-2.259217674027900829e-14	2.138417680469404276e-14	-5.869184026027092216e+01	2.770744809492936832e-16	3.723661629719514439e-16	-3.194959561792860581e-15	7.935241410887117162e-15
-2.052188243911371757e+01	-2.705199117750856998e-15	3.760475967323261489e-15	1.485121299330361895e-14	-4.535179690502102278e-14	-5.868136892391761705e+01	-5.704035812938356009e-17	2.356001332559779762e-16	-6.672077206101207866e-15	3.381096266124253341e-15
-2.051822010620765369e+01	-2.991169630140239468e-15	2.402438728627919118e-15	-1.812664713670411245e-14	4.041279053929407757e-14	-5.867089758756431195e+01	2.658744304564646848e-17	2.499205202011196751e-16	-8.103153563108930893e-15	2.027962645978630310e-15
-2.051455777330159336e+01	-3.611620469221734303e-15	2.127510959939255302e-15	4.677747400785944100e-15	-1.744312102491734783e-14	-5.866042625121101395e+01	1.696803152677025077e-16	-6.684074098621248843e-17	-9.341169681210873433e-15	-3.475329268804041256e-15
